mile,lat,lon,nearest_main_m,main_Trail_Name,canonical_section,segment,route,main_Corridor,main_Trail_ID,main_LandUnit_N,main_Manager_Na,main_Eng_Seg,main_Start_Seg,nearest_alt_m,alt_Trail_Name,alt_Corridor,alt_Trail_ID,alt_LandUnit_N,alt_Manager_Na,alt_Eng_Seg,alt_Start_Seg
863,30.095937,-84.314644,1.6,St Marks,,,,Main,T382,St Marks National Wildlife Refuge,US FWS,Join CR 365/Spring Creek Hwy,Leave CR 367/Shell Point Road,214319.4,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
864,30.094104,-84.324682,2.3,St Marks,,,,Main,T382,St Marks National Wildlife Refuge,US FWS,Join CR 365/Spring Creek Hwy,Leave CR 367/Shell Point Road,215016.5,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
865,30.096927,-84.33299,1.9,St Marks,,,,Main,T495,St Marks National Wildlife Refuge,US FWS,Join US 98/Coastal Hwy,Leave CR 365/Spring Creek Hwy,215857.7,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
866,30.097478,-84.344386,1.6,St Marks,,,,Main,T495,St Marks National Wildlife Refuge,US FWS,Join US 98/Coastal Hwy,Leave CR 365/Spring Creek Hwy,216811.3,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
867,30.088938,-84.347105,2.4,St Marks,,,,Main,T495,St Marks National Wildlife Refuge,US FWS,Join US 98/Coastal Hwy,Leave CR 365/Spring Creek Hwy,216517.9,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
868,30.078815,-84.350015,1.9,St Marks,,,,Main,T495,St Marks National Wildlife Refuge,US FWS,Join US 98/Coastal Hwy,Leave CR 365/Spring Creek Hwy,216150.2,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
869,30.083196,-84.355193,3.2,St Marks,,,,Main,T367,St Marks National Wildlife Refuge,US FWS,Join US 98/Coastal Hwy,Leave CR 365/Spring Creek Hwy,216831.7,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
870,30.078351,-84.366786,0.5,St Marks,,,,Main,T367,St Marks National Wildlife Refuge,US FWS,Join US 98/Coastal Hwy,Leave CR 365/Spring Creek Hwy,217488.4,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
871,30.086444,-84.374323,1.8,St Marks,,,,Main,T367,St Marks National Wildlife Refuge,US FWS,Join US 98/Coastal Hwy,Leave CR 365/Spring Creek Hwy,218581,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
872,30.076394,-84.383339,0.5,St Marks,,,,Main,T367,St Marks National Wildlife Refuge,US FWS,Join US 98/Coastal Hwy,Leave CR 365/Spring Creek Hwy,218725.2,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
873,30.074384,-84.398471,0.2,St Marks,,,,Main,T129,St Marks National Wildlife Refuge,US FWS,Cross US 319,Leave US 98,219847.4,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
874,30.078997,-84.411377,1.6,Apalachicola East,,,,Main,T378,Apalachicola National Forest,USDA FS,Join FR 321-C,Apalachicola National Forest southeastern boundary/US 319,221174.2,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
875,30.091037,-84.416827,2.4,Apalachicola East,,,,Main,T378,Apalachicola National Forest,USDA FS,Join FR 321-C,Apalachicola National Forest southeastern boundary/US 319,222322,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
876,30.09888,-84.427364,0.5,Apalachicola East,,,,Main,T378,Apalachicola National Forest,USDA FS,Join FR 321-C,Apalachicola National Forest southeastern boundary/US 319,223642.8,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
877,30.101278,-84.435353,1.6,Apalachicola East,,,,Main,T378,Apalachicola National Forest,USDA FS,Join FR 321-C,Apalachicola National Forest southeastern boundary/US 319,224436.7,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
878,30.097923,-84.445581,0.8,Apalachicola East,,,,Main,T378,Apalachicola National Forest,USDA FS,Join FR 321-C,Apalachicola National Forest southeastern boundary/US 319,225079.7,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
879,30.107156,-84.455347,1.9,Apalachicola East,,,,Main,T496,Apalachicola National Forest,USDA FS,Join FR 321-C,Apalachicola National Forest southeastern boundary/US 319,226417.2,Withlacoochee State Trail,Western,T87,Withlacoochee Trail State Park,FSP,End of Withlacoochee State Trail,Cross CR 491
880,30.113278,-84.467581,2.8,Apalachicola East,,,,Main,T374,Apalachicola National Forest,USDA FS,Join FR 343,Leave 321-C,225450.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
881,30.12387,-84.47762,1.2,Apalachicola East,,,,Main,T374,Apalachicola National Forest,USDA FS,Join FR 343,Leave 321-C,224100.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
882,30.127953,-84.491232,1.5,Apalachicola East,,,,Main,T374,Apalachicola National Forest,USDA FS,Join FR 343,Leave 321-C,222717.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
883,30.136541,-84.493416,1.7,Apalachicola East,,,,Main,T112,Apalachicola National Forest,USDA FS,Join FR 329,Oak Park trailhead,222152.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
884,30.146046,-84.49553,0.4,Apalachicola East,,,,Main,T112,Apalachicola National Forest,USDA FS,Join FR 329,Oak Park trailhead,221556.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
885,30.157698,-84.493576,2.4,Apalachicola East,,,,Main,T112,Apalachicola National Forest,USDA FS,Join FR 329,Oak Park trailhead,221235,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
886,30.167125,-84.496225,2.6,Apalachicola East,,,,Main,T112,Apalachicola National Forest,USDA FS,Join FR 329,Oak Park trailhead,220603.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
887,30.174563,-84.505472,1,Apalachicola East,,,,Main,T497,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,219469.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
888,30.186913,-84.508445,1.2,Apalachicola East,,,,Main,T497,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,218694.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
889,30.195503,-84.518318,1.8,Apalachicola East,,,,Main,T497,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,217460.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
890,30.183608,-84.522867,0.1,Apalachicola East,,,,Main,T497,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,217542.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
891,30.174155,-84.526914,1.9,Apalachicola East,,,,Main,T497,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,217576.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
892,30.161925,-84.523605,0,Monkey Creek parking area spur trail,,,,Main,T401,Apalachicola National Forest,USDA FS,Monkey Creek parking area,Junction with FNST,218386.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
893,30.163769,-84.52447,13.8,Monkey Creek parking area spur trail,,,,Main,T401,Apalachicola National Forest,USDA FS,Monkey Creek parking area,Junction with FNST,218231.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
894,30.161921,-84.536465,1.7,Apalachicola East,,,,Main,T498,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,217244.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
895,30.150963,-84.539154,0.8,Apalachicola East,,,,Main,T627,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,217476.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
896,30.149538,-84.553928,1.5,Apalachicola East,,,,Main,T627,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,216230.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
897,30.148989,-84.568783,0.3,Apalachicola East,,,,Main,T627,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,214941.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
898,30.147682,-84.580574,2.9,Apalachicola East,,,,Main,T627,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,213957.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
899,30.145836,-84.5953,0.8,Apalachicola East,,,,Main,T627,Apalachicola National Forest,USDA FS,FR 314 trailhead,FR 239 parking area,212740.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
900,30.145223,-84.611262,6.5,Apalachicola East,,,,Main,T284,Apalachicola National Forest,USDA FS,Leave FR 314 at CR 368,Join FR 314,211361.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
901,30.15278,-84.620303,2,Apalachicola East,,,,Main,T519,Apalachicola National Forest,USDA FS,Join FR 388-A,Leave FR 314,210228,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
902,30.151239,-84.634893,1,Apalachicola East,,,,Main,T282,Apalachicola National Forest,USDA FS,Leave FR 388,Join FR 388-A,209012.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
903,30.159184,-84.640444,1.1,Apalachicola East,,,,Main,T520,Apalachicola National Forest,USDA FS,CR 375,Leave FR 388,208168.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
904,30.159312,-84.654868,0.1,CR 375,,,,Main,T272,CR 375 Connector,Roadwalk,Leave CR 375,Join CR 375,206893,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
905,30.173748,-84.65591,140.4,Apalachicola East,,,,Main,T273,375 Roadwalk,Roadwalk,Join FH 13,Stay on CR 375,206158.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
906,30.17661,-84.668089,2.4,CR 375/FR 13,,,,Main,T274,CR 375/FR 13 Connector,Roadwalk,Leave FR 13 after Ochlockonee River Bridge Crossing,Leave FR 314 at CR 368,204958.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
907,30.176132,-84.683444,1.3,Apalachicola West,,,,Main,T91,Apalachicola National Forest,USDA FS,Join FR 142-B,Leave FH 13,203625.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
908,30.183553,-84.692923,0.8,Apalachicola West,,,,Main,T93,Apalachicola National Forest,USDA FS,Join FR 142-C,Leave FR 142-B,202460.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
909,30.192958,-84.701436,1.5,Apalachicola West,,,,Main,T638,Apalachicola National Forest,USDA FS,Leave FR 142-C,Join FR 142-C,201294.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
910,30.19343,-84.713238,2.1,Apalachicola West,,,,Main,T113,Apalachicola National Forest,USDA FS,Join CR 67,Leave FR 142,200232.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
911,30.197637,-84.725768,2.1,Apalachicola West,,,,Main,T113,Apalachicola National Forest,USDA FS,Join CR 67,Leave FR 142,198941.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
912,30.202102,-84.739072,1.1,Apalachicola West,,,,Main,T400,Apalachicola National Forest,USDA FS,Join FR 107,Leave CR 67,197571.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
913,30.209732,-84.748908,2.5,Apalachicola West,,,,Main,T400,Apalachicola National Forest,USDA FS,Join FR 107,Leave CR 67,196366.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
914,30.21218,-84.763134,5.6,Apalachicola West,,,,Main,T543,Apalachicola National Forest,USDA FS,Leave FR 107,Join FR 107,195003.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
915,30.217955,-84.778042,0.3,Apalachicola West,,,,Main,T543,Apalachicola National Forest,USDA FS,Leave FR 107,Join FR 107,193434.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
916,30.219303,-84.791248,0,Apalachicola West,,,,Main,T116,Apalachicola National Forest,USDA FS,Join FR 175-A,Leave FR 107,192210.3,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
917,30.213912,-84.803241,2.6,Apalachicola West,,,,Main,T115,Apalachicola National Forest,USDA FS,Leave 107-T,Join 175-A,191394.7,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
918,30.210037,-84.813782,2.3,Apalachicola West,,,,Main,T115,Apalachicola National Forest,USDA FS,Leave 107-T,Join 175-A,190643,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
919,30.202175,-84.821128,2,Apalachicola West,,,,Main,T115,Apalachicola National Forest,USDA FS,Leave 107-T,Join 175-A,190356.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
920,30.19717,-84.832268,2.7,Apalachicola West,,,,Main,T373,Apalachicola National Forest,USDA FS,Join FR 107-P,Leave FR 107-U,189612.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
921,30.197974,-84.843169,0.4,Apalachicola West,,,,Main,T399,Apalachicola National Forest,USDA FS,Join FR 107-G,Leave FR 107-P,188623.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
922,30.193579,-84.85584,3.4,Apalachicola West,,,,Main,T399,Apalachicola National Forest,USDA FS,Join FR 107-G,Leave FR 107-P,187723.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
923,30.204023,-84.85978,1.3,Apalachicola West,,,,Main,T399,Apalachicola National Forest,USDA FS,Join FR 107-G,Leave FR 107-P,186892.2,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
924,30.211851,-84.867585,2.1,Apalachicola West,,,,Main,T398,Apalachicola National Forest,USDA FS,Join SW Vilas Sumner Road,Leave FR 107,185847.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
925,30.218674,-84.880238,5.2,Apalachicola West,,,,Main,T398,Apalachicola National Forest,USDA FS,Join SW Vilas Sumner Road,Leave FR 107,184426.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
926,30.216915,-84.893396,7.5,SR 65,,,,Main,T353,Apalachicola National Forest Connector,Roadwalk,Leave SR 65/Join FR 112,Join SR 65,183358.4,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
927,30.225394,-84.896683,1.8,Apalachicola West,,,,Main,T119,Apalachicola National Forest,USDA FS,Join FR 112-H,Leave FR 112,182678.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
928,30.233618,-84.904682,3.4,Apalachicola West,,,,Main,T119,Apalachicola National Forest,USDA FS,Join FR 112-H,Leave FR 112,181601,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
929,30.236386,-84.91971,4.1,Apalachicola West,,,,Main,T111,Apalachicola National Forest,USDA FS,Join FR 105,Leave FR 112-H,180158.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
930,30.242598,-84.933164,3.8,Apalachicola West,,,,Main,T111,Apalachicola National Forest,USDA FS,Join FR 105,Leave FR 112-H,178696.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
931,30.24426,-84.946091,4.3,Apalachicola West,,,,Main,T111,Apalachicola National Forest,USDA FS,Join FR 105,Leave FR 112-H,177489.6,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
932,30.256246,-84.951737,0.3,Apalachicola West,,,,Main,T111,Apalachicola National Forest,USDA FS,Join FR 105,Leave FR 112-H,176446.5,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
933,30.254251,-84.965781,1.1,Apalachicola West,,,,Main,T499,Apalachicola National Forest,USDA FS,Join FR 105,Leave FR 112-H,175308.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
934,30.262052,-84.973868,0.2,Apalachicola West,,,,Main,T501,Apalachicola National Forest,USDA FS,Apalachicola National Forest western boundary/CR 12,Leave FR 105,174243,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
935,30.269357,-84.983347,2.8,Apalachicola West,,,,Main,T501,Apalachicola National Forest,USDA FS,Apalachicola National Forest western boundary/CR 12,Leave FR 105,173079.9,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
936,30.280694,-84.982272,1.9,Apalachicola West,,,,Main,T502,Apalachicola National Forest,USDA FS,Apalachicola National Forest western boundary/CR 12,Leave FR 105,172663.1,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
937,30.291591,-84.978829,3.4,Apalachicola West,,,,Main,T502,Apalachicola National Forest,USDA FS,Apalachicola National Forest western boundary/CR 12,Leave FR 105,172482.8,Jackson Red Ground Trail,Blackwater River Side Trail, ,Blackwater River State Forest,FFS,Wiregrass Trail Junction,Karrick Lake North Campground
