route	needs_review	mile	id	lat	lon	corridor	segment_code	section_code	segment_name	section_name	include	notes
main-spine	0	170	ft-main-mi0170000	27.336756013655442	-81.02648788928686	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	171	ft-main-mi0171000	27.347147262818538	-81.02405761721852	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	172	ft-main-mi0172000	27.355993527815244	-81.01434500921012	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	173	ft-main-mi0173000	27.363381489491353	-81.00249782772222	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	174	ft-main-mi0174000	27.371041995416856	-80.98887241296163	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	175	ft-main-mi0175000	27.379832721861767	-80.98936620094202	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	176	ft-main-mi0176000	27.38042320437636	-81.00350290301508	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	177	ft-main-mi0177000	27.381982714118802	-81.01729258143548	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	178	ft-main-mi0178000	27.381489776450742	-81.02939633829332	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	179	ft-main-mi0179000	27.383431541879336	-81.04125089371075	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	180	ft-main-mi0180000	27.388406499997426	-81.05360427395863	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	181	ft-main-mi0181000	27.393237990977923	-81.06437967049567	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	182	ft-main-mi0182000	27.390825836569523	-81.07567463090784	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	183	ft-main-mi0183000	27.395392892375312	-81.08674376481741	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	184	ft-main-mi0184000	27.397871724561593	-81.09903754663654	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	185	ft-main-mi0185000	27.405812529332376	-81.10585573086719	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	186	ft-main-mi0186000	27.408794867829414	-81.11777449201757	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	187	ft-main-mi0187000	27.418812958734097	-81.12517244977275	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	188	ft-main-mi0188000	27.428053484679445	-81.13300012131918	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	189	ft-main-mi0189000	27.43927150845007	-81.1383522082215	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	190	ft-main-mi0190000	27.447448044550917	-81.13796571862918	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	191	ft-main-mi0191000	27.452880970916663	-81.12889960429101	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	192	ft-main-mi0192000	27.46497803832138	-81.13779931050844	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	193	ft-main-mi0193000	27.467615772171428	-81.15232773198572	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	194	ft-main-mi0194000	27.475169576393856	-81.1611054061125	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	195	ft-main-mi0195000	27.479303541893856	-81.17151487358436	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	196	ft-main-mi0196000	27.489731560765364	-81.17879244157528	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	197	ft-main-mi0197000	27.500392263029337	-81.18460647712267	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	198	ft-main-mi0198000	27.51120642662287	-81.19353314728737	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	199	ft-main-mi0199000	27.52406447721098	-81.19740939013752	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	200	ft-main-mi0200000	27.536509970043486	-81.19841770413288	Main	central	kissimmee_river	Central	Kissimmee River	true	
main-spine	0	201	ft-main-mi0201000	27.542627188365046	-81.19446348236058	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
main-spine	0	202	ft-main-mi0202000	27.549110826342133	-81.18366954607916	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
main-spine	0	203	ft-main-mi0203000	27.557096814323952	-81.1729762059021	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
main-spine	0	204	ft-main-mi0204000	27.558837032113843	-81.15755719804372	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
main-spine	0	205	ft-main-mi0205000	27.567842118135108	-81.14862336603579	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
main-spine	0	206	ft-main-mi0206000	27.562347957711832	-81.13753335447394	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
main-spine	0	207	ft-main-mi0207000	27.56707193630019	-81.13258796199749	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
main-spine	0	208	ft-main-mi0208000	27.581276201097364	-81.1346435080821	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
main-spine	0	209	ft-main-mi0209000	27.590078346760503	-81.1236896167848	Main	central	kissimmee_prairie	Central	Kissimmee Prairie Preserve State Park	true	
